fieldmap_name:      	VPU29_Gap11.5mm
timestamp:          	2025-03-25_11-51-08
filename:           	2025-03-25_VPU29_Gap11.5mm_Fieldmap_X=-2_2mm_Z=-1380_1380mm_ID=5233.dat
nr_magnets:         	1
magnet_name:        	VPU29_Gap11.5mm
gap[mm]:            	--
control_gap[mm]:    	--
magnet_length[mm]:  	--
probex_temp[degC]:  	26.90
probey_temp[degC]:  	-57.55
probez_temp[degC]:  	-0.44
transd_temp[degC]:  	-0.65
room_temp[degC]:    	25.14
center_pos_z[mm]:   	0
center_pos_x[mm]:   	0
rotation[deg]:      	0

X[mm]	Y[mm]	Z[mm]	By[T]	Bx[T]	Bz[T]
---------------------------------------------------------------------------------------------
-2.000	0.000	-1380.000	-1.6779103644e-06	-6.7327845285e-06	3.8249581881e-06
-1.000	0.000	-1380.000	-2.3906368177e-06	-7.2129487995e-06	3.0083786252e-06
0.000	0.000	-1380.000	-3.1668005974e-06	-8.2907008005e-06	2.7915784291e-06
1.000	0.000	-1380.000	-3.8916753880e-06	-8.4132540697e-06	3.8892164382e-06
2.000	0.000	-1380.000	-4.3082771182e-06	-7.2069054617e-06	3.4943494912e-06
-2.000	0.000	-1379.000	-2.0016024693e-06	-7.0172781698e-06	3.7827619372e-06
-1.000	0.000	-1379.000	-2.8762828002e-06	-7.2507899322e-06	3.3689031074e-06
0.000	0.000	-1379.000	-3.2837193645e-06	-8.1968885216e-06	2.7558080033e-06
1.000	0.000	-1379.000	-4.6799875050e-06	-8.6066408798e-06	4.0204460646e-06
2.000	0.000	-1379.000	-4.2118811351e-06	-8.1410579182e-06	3.5535384794e-06
-2.000	0.000	-1378.000	-2.0822199899e-06	-6.6733349495e-06	3.2879734113e-06
-1.000	0.000	-1378.000	-3.0591188802e-06	-7.8658752335e-06	3.1372878147e-06
0.000	0.000	-1378.000	-3.3256994198e-06	-8.1261955235e-06	2.6991536461e-06
1.000	0.000	-1378.000	-4.3255291958e-06	-8.3691587851e-06	3.9553310378e-06
2.000	0.000	-1378.000	-4.4966482396e-06	-8.6006678134e-06	3.3748291460e-06
-2.000	0.000	-1377.000	-2.7415368864e-06	-7.9596172410e-06	3.8837187879e-06
-1.000	0.000	-1377.000	-2.8637750440e-06	-8.2229240642e-06	2.9254140845e-06
0.000	0.000	-1377.000	-3.0797135477e-06	-8.2231348783e-06	3.0747788170e-06
1.000	0.000	-1377.000	-4.4628988630e-06	-8.8296822080e-06	3.5799914590e-06
2.000	0.000	-1377.000	-4.3913746249e-06	-8.5392857717e-06	3.2764069262e-06
-2.000	0.000	-1376.000	-2.4088233828e-06	-8.1121763851e-06	3.8566946239e-06
-1.000	0.000	-1376.000	-3.0258726891e-06	-7.6458907098e-06	3.0834536808e-06
0.000	0.000	-1376.000	-3.0078298914e-06	-8.0266209922e-06	2.8574074365e-06
1.000	0.000	-1376.000	-5.0780432517e-06	-8.5008121967e-06	3.9310556989e-06
2.000	0.000	-1376.000	-4.4126881290e-06	-8.3988133032e-06	3.7111496873e-06
-2.000	0.000	-1375.000	-1.6624913201e-06	-7.2006513097e-06	3.1068008450e-06
-1.000	0.000	-1375.000	-2.9961128554e-06	-7.8076202678e-06	2.3570498623e-06
0.000	0.000	-1375.000	-3.2026705420e-06	-8.2873629104e-06	2.3243138538e-06
1.000	0.000	-1375.000	-4.1967496255e-06	-8.5915676709e-06	4.2076874657e-06
2.000	0.000	-1375.000	-4.1642941546e-06	-8.2052156790e-06	3.6844111155e-06
-2.000	0.000	-1374.000	-2.3402823164e-06	-7.5582623115e-06	3.6281137485e-06
-1.000	0.000	-1374.000	-2.8284801687e-06	-7.8802457286e-06	2.8338460781e-06
0.000	0.000	-1374.000	-2.6540185347e-06	-7.9534333604e-06	2.5483966515e-06
1.000	0.000	-1374.000	-4.1399974788e-06	-8.6973963541e-06	4.2347830278e-06
2.000	0.000	-1374.000	-4.0020527423e-06	-8.3987430318e-06	3.3861814369e-06
-2.000	0.000	-1373.000	-1.8274283698e-06	-7.5815924063e-06	3.3861814369e-06
-1.000	0.000	-1373.000	-2.7919632713e-06	-8.1409876468e-06	2.6784125109e-06
0.000	0.000	-1373.000	-3.1731263592e-06	-7.7515788502e-06	2.2174309645e-06
1.000	0.000	-1373.000	-4.3795138216e-06	-8.4103378078e-06	4.0324409379e-06
2.000	0.000	-1373.000	-4.6794843194e-06	-8.2726410584e-06	4.6073023835e-06
-2.000	0.000	-1372.000	-1.6958812785e-06	-7.4763961655e-06	3.6549951165e-06
-1.000	0.000	-1372.000	-3.1157991432e-06	-8.4983878344e-06	3.2321044327e-06
0.000	0.000	-1372.000	-2.5338290612e-06	-8.0620377627e-06	2.1876579753e-06
1.000	0.000	-1372.000	-4.3346224783e-06	-8.4045052841e-06	3.5799914590e-06
2.000	0.000	-1372.000	-4.5474340428e-06	-8.3868671703e-06	3.9071373502e-06
-2.000	0.000	-1371.000	-2.0350643113e-06	-7.4088302433e-06	3.5265857134e-06
-1.000	0.000	-1371.000	-2.9629385480e-06	-8.7238535249e-06	2.8486611747e-06
0.000	0.000	-1371.000	-2.8945412489e-06	-8.4480383978e-06	2.1667026459e-06
1.000	0.000	-1371.000	-4.8712699144e-06	-8.5157448628e-06	3.6159046810e-06
2.000	0.000	-1371.000	-3.7831310670e-06	-8.0262696354e-06	3.6875169309e-06
-2.000	0.000	-1370.000	-1.4201355725e-06	-7.1622480061e-06	3.4788204141e-06
-1.000	0.000	-1370.000	-3.1668005974e-06	-8.5126880582e-06	1.8188156197e-06
0.000	0.000	-1370.000	-3.0676370935e-06	-8.8203712515e-06	2.8576930287e-06
1.000	0.000	-1370.000	-4.9395234460e-06	-8.7357293864e-06	3.6572441553e-06
2.000	0.000	-1370.000	-4.2601150685e-06	-7.6928319849e-06	3.5946637595e-06
-2.000	0.000	-1369.000	-1.7679805859e-06	-7.9043488085e-06	2.9193452498e-06
-1.000	0.000	-1369.000	-3.2174426333e-06	-8.6065706084e-06	2.2085419066e-06
0.000	0.000	-1369.000	-3.9100057204e-06	-8.1789693223e-06	2.5299045551e-06
1.000	0.000	-1369.000	-4.9671627119e-06	-8.4773415591e-06	3.7586293944e-06
2.000	0.000	-1369.000	-4.1790662460e-06	-8.1357172941e-06	3.7347824438e-06
-2.000	0.000	-1368.000	-1.7623017771e-06	-7.4440361996e-06	3.5122704032e-06
-1.000	0.000	-1368.000	-3.0917181184e-06	-8.2459730735e-06	2.4168100349e-06
0.000	0.000	-1368.000	-3.4448825220e-06	-8.0120396830e-06	2.4915994982e-06
1.000	0.000	-1368.000	-4.2894436003e-06	-8.6236465513e-06	3.9967419101e-06
2.000	0.000	-1368.000	-4.0230787118e-06	-8.0941166431e-06	4.5562884726e-06
-2.000	0.000	-1367.000	-1.9118916661e-06	-7.1398314390e-06	3.8751867203e-06
-1.000	0.000	-1367.000	-2.9243010827e-06	-8.3430529711e-06	2.3005383013e-06
0.000	0.000	-1367.000	-3.3163186027e-06	-8.2200078023e-06	2.0857729499e-06
1.000	0.000	-1367.000	-4.7065485160e-06	-8.7828112043e-06	3.9577228727e-06
2.000	0.000	-1367.000	-4.3291593204e-06	-8.5890730373e-06	3.6629559997e-06
-2.000	0.000	-1366.000	-2.2170377875e-06	-7.0987226876e-06	3.6779138924e-06
-1.000	0.000	-1366.000	-3.4242878545e-06	-8.5038690013e-06	2.8039302928e-06
0.000	0.000	-1366.000	-2.9026281603e-06	-8.2027210453e-06	2.9762138011e-06
1.000	0.000	-1366.000	-4.0168248337e-06	-8.4218623125e-06	3.6632415919e-06
2.000	0.000	-1366.000	-3.9719334903e-06	-8.6971855400e-06	3.7317480264e-06
-2.000	0.000	-1365.000	-1.9505291314e-06	-6.9988670709e-06	3.8746869339e-06
-1.000	0.000	-1365.000	-3.2202820378e-06	-8.1373686713e-06	2.7292122275e-06
0.000	0.000	-1365.000	-3.5505874387e-06	-8.0149559448e-06	2.8837176200e-06
1.000	0.000	-1365.000	-4.6225165218e-06	-8.4772712877e-06	4.1311487500e-06
2.000	0.000	-1365.000	-5.0095021854e-06	-8.2665274492e-06	4.7198971173e-06
-2.000	0.000	-1364.000	-1.4381064866e-06	-6.6790269305e-06	3.1987258417e-06
-1.000	0.000	-1364.000	-2.9838207502e-06	-8.5485967282e-06	2.7202517715e-06
0.000	0.000	-1364.000	-3.4394193642e-06	-8.2258403260e-06	2.9292338805e-06
1.000	0.000	-1364.000	-5.0381837643e-06	-8.7500998815e-06	3.7908656165e-06
2.000	0.000	-1364.000	-4.5407488627e-06	-7.9740580075e-06	4.3236022091e-06
-2.000	0.000	-1363.000	-1.9177861259e-06	-7.3505050062e-06	3.4609709002e-06
-1.000	0.000	-1363.000	-3.3193736581e-06	-8.4222136694e-06	2.8573360384e-06
