fieldmap_name:      	VPU29_Gap11.0mm
timestamp:          	2025-03-25_11-25-44
filename:           	2025-03-25_VPU29_Gap11.0mm_Fieldmap_X=-2_2mm_Z=-1380_1380mm_ID=5232.dat
nr_magnets:         	1
magnet_name:        	VPU29_Gap11.0mm
gap[mm]:            	--
control_gap[mm]:    	--
magnet_length[mm]:  	--
probex_temp[degC]:  	26.89
probey_temp[degC]:  	-57.38
probez_temp[degC]:  	-0.17
transd_temp[degC]:  	-0.50
room_temp[degC]:    	25.13
center_pos_z[mm]:   	0
center_pos_x[mm]:   	0
rotation[deg]:      	0

X[mm]	Y[mm]	Z[mm]	By[T]	Bx[T]	Bz[T]
---------------------------------------------------------------------------------------------					
-2.000	0.0	-1380.0	5.2394939437e-06	7.7514383075e-06	4.6717034297e-06
-1.000	0.0	-1380.0	3.9455881303e-06	8.3311771096e-06	4.7137568845e-06
0.000	0.0	-1380.0	4.4505348741e-06	7.3628727673e-06	4.5264440854e-06
1.000	0.0	-1380.0	4.954798723e-06	8.0361427629e-06	4.6655631969e-06
2.000	0.0	-1380.0	5.2264830019e-06	8.448460026e-06	3.6901229599e-06
-2.000	0.0	-1379.0	4.6941126435e-06	7.6348581047e-06	4.5229098816e-06
-1.000	0.0	-1379.0	5.1828136807e-06	7.8772591954e-06	4.2192539507e-06
0.000	0.0	-1379.0	3.8252548896e-06	7.2892635073e-06	3.7733730929e-06
1.000	0.0	-1379.0	4.4275321041e-06	8.0390590247e-06	4.1987270097e-06
2.000	0.0	-1379.0	4.9909562021e-06	8.3372907188e-06	3.7764075102e-06
-2.000	0.0	-1378.0	4.5440914528e-06	6.8284589987e-06	4.4491913891e-06
-1.000	0.0	-1378.0	4.6818924219e-06	8.4722820205e-06	4.3356684805e-06
0.000	0.0	-1378.0	3.4899895164e-06	7.379527082e-06	4.0740660044e-06
1.000	0.0	-1378.0	4.0620037117e-06	7.6335932201e-06	4.3125355105e-06
2.000	0.0	-1378.0	4.4276039877e-06	7.9971772882e-06	3.5178394515e-06
-2.000	0.0	-1377.0	4.6584583499e-06	7.2182894236e-06	3.8390593041e-06
-1.000	0.0	-1377.0	4.4966482396e-06	8.2252781551e-06	4.3240305974e-06
0.000	0.0	-1377.0	4.2486855672e-06	7.6958185182e-06	4.2612360074e-06
1.000	0.0	-1377.0	3.9661109142e-06	8.1499472465e-06	3.4962415397e-06
2.000	0.0	-1377.0	4.4842123671e-06	8.0268318063e-06	2.7792265655e-06
-2.000	0.0	-1376.0	4.8474045405e-06	8.0450320912e-06	4.2679474247e-06
-1.000	0.0	-1376.0	4.5861433917e-06	8.4107594361e-06	4.3028610739e-06
0.000	0.0	-1376.0	3.8523909698e-06	7.8511533815e-06	4.3031466661e-06
1.000	0.0	-1376.0	4.7636600809e-06	8.1416200892e-06	3.951796834e-06
2.000	0.0	-1376.0	4.703421577e-06	7.9623226887e-06	3.2585574123e-06
-2.000	0.0	-1375.0	4.4719921455e-06	7.3678620346e-06	4.0139488415e-06
-1.000	0.0	-1375.0	4.9281658284e-06	8.0472456393e-06	4.8417378994e-06
0.000	0.0	-1375.0	3.8972104296e-06	7.684012928e-06	4.118439896e-06
1.000	0.0	-1375.0	4.3256729631e-06	7.8331639107e-06	3.9937788908e-06
2.000	0.0	-1375.0	4.6255715772e-06	8.3606208136e-06	3.8368102653e-06
-2.000	0.0	-1374.0	5.0691656202e-06	6.7732608376e-06	3.6036242154e-06
-1.000	0.0	-1374.0	4.7362364661e-06	7.8505912105e-06	4.5198040662e-06
0.000	0.0	-1374.0	4.2964163149e-06	7.4852854938e-06	4.311892928e-06
1.000	0.0	-1374.0	3.77119838e-06	8.0968220908e-06	3.3986760966e-06
2.000	0.0	-1374.0	3.9118387536e-06	8.5480345573e-06	3.4729657735e-06
-2.000	0.0	-1373.0	4.7809121584e-06	6.9021385301e-06	3.4794629966e-06
-1.000	0.0	-1373.0	4.9273751081e-06	8.6772636066e-06	4.7526331259e-06
0.000	0.0	-1373.0	3.8552303743e-06	7.4087599719e-06	4.374687518e-06
1.000	0.0	-1373.0	4.4339297495e-06	8.0826624098e-06	3.4488332307e-06
2.000	0.0	-1373.0	4.6014905523e-06	8.6035840752e-06	3.618439312e-06
-2.000	0.0	-1372.0	4.537981342e-06	7.2776687312e-06	3.5232657038e-06
-1.000	0.0	-1372.0	5.3261496914e-06	8.662049855e-06	4.1027680228e-06
0.000	0.0	-1372.0	3.6663560672e-06	7.8448289582e-06	4.2257511738e-06
1.000	0.0	-1372.0	4.4636176995e-06	7.7425489792e-06	3.6994404062e-06
2.000	0.0	-1372.0	4.8020818952e-06	8.3782589275e-06	3.8484481484e-06
-2.000	0.0	-1371.0	4.8470451222e-06	6.8438132931e-06	3.9818554155e-06
-1.000	0.0	-1371.0	4.7543511474e-06	8.4512357452e-06	4.9134929454e-06
0.000	0.0	-1371.0	3.786258006e-06	7.5996521484e-06	4.3949288667e-06
1.000	0.0	-1371.0	4.7362364661e-06	8.1383524705e-06	3.6278995544e-06
2.000	0.0	-1371.0	4.5110609127e-06	7.6223498009e-06	2.9396579966e-06
-2.000	0.0	-1370.0	5.0805951215e-06	6.7763879136e-06	3.3777207673e-06
-1.000	0.0	-1370.0	4.7633725463e-06	8.2112590168e-06	4.1868035344e-06
0.000	0.0	-1370.0	4.1076138916e-06	7.3332885205e-06	4.4758585629e-06
1.000	0.0	-1370.0	4.747953502e-06	7.8568453624e-06	3.9733233478e-06
2.000	0.0	-1370.0	5.2575367414e-06	7.7809522829e-06	3.2977906439e-06
-2.000	0.0	-1369.0	5.356125176e-06	7.1075417445e-06	3.764555433e-06
-1.000	0.0	-1369.0	4.9037253852e-06	8.0355805919e-06	4.5114861927e-06
0.000	0.0	-1369.0	3.9666859834e-06	7.4820178751e-06	4.0143772299e-06
1.000	0.0	-1369.0	4.3258167304e-06	8.3985322177e-06	3.3087859445e-06
2.000	0.0	-1369.0	4.9069242079e-06	7.8189339583e-06	3.5116992187e-06
